from,to,weight
CD:72442,CP:2234586,0.25
CD:72442,CP:2234587,0.25
CD:204364,CP:2234588,0.25
CD:204364,CP:2234589,0.25
CD:204408,CP:2234592,0.25
CD:204408,CP:2234593,0.25
CD:204408,CP:2234594,0.25
CD:204408,CP:2234595,0.25
CD:204408,CP:2234596,0.25
CD:204408,CP:2234597,0.25
CD:204408,CP:2234598,0.25
CD:141405,CP:2234609,0.25
CD:160570,CP:2234613,0.25
CD:160570,CP:2234614,0.25
CD:160570,CP:2234615,0.25
CD:160570,CP:2234616,0.25
CD:211866,CP:2234628,0.0
CD:73466,CP:2234629,0.25
CD:204523,CP:2234636,0.25
CD:160635,CP:2234638,0.0
CD:160635,CP:2234640,0.25
CD:74158,CP:2234649,0.25
CD:204425,CP:2234652,0.25
CD:74043,CP:2234654,0.25
CD:178832,CP:2234655,0.25
CD:204455,CP:2234657,0.25
CD:157130,CP:2234661,0.25
CD:74356,CP:2234662,0.25
CD:74161,CP:2234666,0.25
CD:204404,CP:2234672,0.25
CD:160604,CP:2234673,0.25
CD:178987,CP:2234674,0.25
CD:204457,CP:2234677,0.0
CD:204457,CP:2234678,0.25
CD:204457,CP:2234679,0.25
CD:204457,CP:2234680,0.25
CD:204457,CP:2234681,0.25
CD:204457,CP:2234684,0.25
CD:204485,CP:2234686,0.25
CO:101347,CP:2234707,1.0
CD:204572,CP:2234733,0.0
CD:204572,CP:2234734,0.25
CD:178951,CP:2235772,0.25
CD:204411,CP:2235780,0.25
CD:204427,CP:2235873,0.25
CD:204427,CP:2235875,0.25
CD:204427,CP:2235877,0.0
CD:204427,CP:2235879,0.25
CD:74655,CP:2235898,0.25
CD:204416,CP:2235900,0.25
CD:73486,CP:2235903,0.25
CD:204572,CP:2235904,0.25
CD:178975,CP:2235912,0.25
CD:74585,CP:2235914,0.0
CD:204536,CP:2235923,0.25
CD:204377,CP:2235924,0.25
CD:73486,CP:2235925,0.25
CD:212625,CP:2235927,0.25
CD:212625,CP:2235928,0.0
CD:212625,CP:2235929,0.25
CD:212625,CP:2235930,0.0
CD:212625,CP:2235931,0.25
CD:178961,CP:2235980,0.0
CD:204531,CP:2235982,0.25
CD:204461,CP:2235984,0.25
CD:204461,CP:2235985,0.25
CD:204461,CP:2235987,0.25
CD:204461,CP:2235988,0.25
CD:204461,CP:2235989,0.25
CD:212625,CP:2236024,0.25
CD:212625,CP:2236057,0.25
CD:212625,CP:2236058,0.25
CD:212625,CP:2236059,0.25
CO:253,CP:2236083,0.75
CO:5438,CP:2236114,0.25
CO:5438,CP:2236118,0.25
CO:253,CP:2236185,0.75
CO:253,CP:2236186,0.25
CO:253,CP:2236190,0.75
CO:253,CP:2236213,1.0
CO:253,CP:2236219,0.0
CO:253,CP:2236220,0.75
CO:253,CP:2236223,0.75
CO:253,CP:2236261,1.0
CO:253,CP:2236262,1.0
CD:204507,CP:2236269,0.25
CD:204507,CP:2236270,0.25
CD:204507,CP:2236272,0.25
CD:204507,CP:2236273,0.25
CD:141470,CP:2236281,0.0
CD:141470,CP:2236282,1.0
CD:141470,CP:2236284,0.25
CD:204531,CP:2236286,0.25
CD:204572,CP:2236291,1.0
CD:204572,CP:2236293,0.25
CD:204572,CP:2236295,0.25
CD:204472,CP:2236310,0.25
CD:204472,CP:2236311,0.25
CD:178929,CP:2236328,0.25
CO:253,CP:2236335,1.0
CD:204514,CP:2236336,0.25
CD:160673,CP:2236337,0.25
CD:204541,CP:2236340,0.75
CD:204528,CP:2236342,0.25
CO:253,CP:2236343,1.0
CD:73701,CP:2236354,1.0
CD:73701,CP:2236355,1.0
CD:204542,CP:2236365,0.0
CD:204542,CP:2236366,0.25
CD:204544,CP:2236368,0.25
CD:204544,CP:2236369,0.25
CD:204544,CP:2236370,0.25
CD:204544,CP:2236371,0.25
CD:204544,CP:2236373,0.25
CD:204544,CP:2236374,0.25
CD:204544,CP:2236375,0.25
CD:204544,CP:2236376,0.25
CD:204544,CP:2236377,0.25
CD:204544,CP:2236378,0.25
CD:204544,CP:2236379,0.25
CD:204544,CP:2236381,0.25
CD:204544,CP:2236383,0.25
CD:204544,CP:2236384,0.25
CD:204544,CP:2236385,0.0
CD:204544,CP:2236386,0.25
CD:204544,CP:2236387,0.25
CD:204544,CP:2236388,0.25
CD:204544,CP:2236389,0.25
CD:204544,CP:2236390,0.25
CD:204572,CP:2236392,0.25
CD:204544,CP:2236394,0.25
CD:204544,CP:2236395,0.25
CD:204544,CP:2236399,0.25
CD:204544,CP:2236400,0.25
CD:204544,CP:2236402,0.25
CD:81297,CP:2236404,0.0
CD:178956,CP:2236405,0.25
CD:204544,CP:2236413,0.25
CD:204544,CP:2236414,0.25
CD:204544,CP:2236415,0.25
CD:204544,CP:2236416,0.25
CD:73943,CP:2236423,0.25
CD:73943,CP:2236426,0.0
CD:205535,CP:2236441,0.25
CD:204561,CP:2236445,0.25
CD:204561,CP:2236447,1.0
CD:204531,CP:2236455,0.25
CD:204531,CP:2236456,0.25
CD:204531,CP:2236457,0.25
CD:204531,CP:2236458,0.25
CD:204531,CP:2236459,0.0
CD:204531,CP:2236460,0.25
CD:204531,CP:2236461,0.0
CD:204531,CP:2236462,0.25
CD:160639,CP:2236463,0.25
CD:204412,CP:2236465,0.0
CD:204389,CP:2236471,0.25
CD:204455,CP:2236473,0.25
CD:204455,CP:2236474,0.25
CD:160655,CP:2236479,0.25
CD:204462,CP:2236482,0.25
CD:72442,CP:2236487,0.25
CD:72442,CP:2236490,0.25
CD:72442,CP:2236492,0.25
CD:66179,CP:2236494,0.25
CD:178954,CP:2236499,0.25
CD:204549,CP:2236505,0.0
CD:204512,CP:2236513,0.25
CD:122974,CP:2236550,0.0
CD:133968,CP:2236559,0.0
CD:204441,CP:2236564,0.25
CD:133968,CP:2236576,0.25
CD:90842,CP:2236577,0.0
CD:204572,CP:2236579,0.25
CD:204477,CP:2236584,0.25
CD:204477,CP:2236585,0.25
CD:160642,CP:2236587,0.25
CD:205865,CP:2236588,0.25
CD:204399,CP:2236591,0.25
CD:66828,CP:2236597,0.25
CD:66828,CP:2236598,0.25
CD:204541,CP:2236602,0.25
CD:204541,CP:2236603,0.0
CD:178928,CP:2236607,1.0
CO:5438,CP:2236610,0.25
CD:204514,CP:2236611,0.0
CD:204514,CP:2236612,0.25
CD:204462,CP:2236618,0.25
CD:204517,CP:2236620,0.25
CD:141411,CP:2236630,0.25
CD:164359,CP:2236636,0.25
CD:164359,CP:2236637,0.0
CD:164359,CP:2236638,0.25
CD:160976,CP:2236649,0.0
CD:204367,CP:2236656,0.25
CD:204521,CP:2236658,0.25
CD:204521,CP:2236659,0.25
CD:204487,CP:2236661,0.25
CD:204511,CP:2236666,0.0
CD:204511,CP:2236667,0.0
CD:204511,CP:2236668,0.25
CD:204463,CP:2236670,0.25
CD:160592,CP:2236671,0.25
CD:204526,CP:2236709,0.25
CD:204428,CP:2236713,0.25
CD:178874,CP:2236716,0.25
CD:204532,CP:2236717,0.25
CD:204469,CP:2236721,0.25
CD:204496,CP:2236724,0.0
CD:204478,CP:2236725,0.25
CD:204496,CP:2236726,0.0
CD:204496,CP:2236727,0.0
CD:204496,CP:2236728,0.25
CD:204572,CP:2236732,0.25
CD:66179,CP:2236738,0.25
CD:66179,CP:2236739,0.25
CD:178839,CP:2236740,0.25
CD:204566,CP:2236753,0.0
CD:204566,CP:2236754,0.25
CD:204566,CP:2236755,0.25
CD:204566,CP:2236756,0.25
CO:253,CP:2236765,0.25
CD:204388,CP:2236769,0.25
CD:178993,CP:2236771,0.25
CD:204527,CP:2236772,0.0
CD:204527,CP:2236773,0.25
CD:204527,CP:2236775,0.5
CD:204527,CP:2236776,0.25
CD:204527,CP:2236777,0.25
CD:178843,CP:2236778,0.25
CD:204419,CP:2236783,0.0
CD:204520,CP:2236788,0.25
CD:204520,CP:2236789,0.0
CD:204520,CP:2236790,0.25
CD:177282,CP:2236796,0.25
CD:204388,CP:2236808,0.25
CD:141508,CP:2236823,0.25
CD:160758,CP:2236831,0.25
CD:204536,CP:2236835,0.25
CD:160588,CP:2236836,0.25
CD:160588,CP:2236837,0.25
CD:160588,CP:2236838,0.0
CD:204536,CP:2236844,0.25
CD:74052,CP:2236847,0.25
CD:204462,CP:2236857,0.0
CO:78,CP:2236858,0.75
CO:253,CP:2236866,0.75
CD:205863,CP:2236869,0.0
CD:204377,CP:2236883,0.0
CD:204377,CP:2236884,0.0
CD:141470,CP:2236885,0.25
CD:141470,CP:2236888,0.25
CD:205476,CP:2236894,0.25
CD:178970,CP:2236922,0.25
CD:160651,CP:2236924,0.25
CD:74305,CP:2236927,0.0
CD:204561,CP:2236929,0.25
CD:204561,CP:2236930,0.25
CD:204561,CP:2236931,0.25
CD:204526,CP:2236933,0.25
CD:204436,CP:2236938,0.0
CD:156190,CP:2236939,0.25
CD:204436,CP:2236940,0.25
CD:204359,CP:2236941,0.25
CD:204359,CP:2236943,0.25
CD:178882,CP:2236947,0.25
CD:204570,CP:2236948,0.25
CD:204536,CP:2236951,0.25
CD:204536,CP:2236953,0.25
CD:204488,CP:2236960,0.25
CD:160534,CP:2236966,0.25
CD:74371,CP:2236967,0.25
CD:74371,CP:2236968,0.25
CD:74371,CP:2236969,0.25
CD:74371,CP:2236970,0.5
CD:74371,CP:2236971,0.25
CD:74371,CP:2236972,0.25
CD:74371,CP:2236973,0.25
CD:74371,CP:2236974,0.25
CD:74371,CP:2236975,0.25
CD:178948,CP:2236981,0.25
CD:178948,CP:2236982,0.25
CD:178948,CP:2236983,0.25
CD:178948,CP:2236984,0.25
CD:178948,CP:2236985,0.25
CD:204466,CP:2236990,0.25
CD:178925,CP:2236991,0.25
CD:178925,CP:2236992,0.25
CD:178925,CP:2236993,0.25
CD:204540,CP:2236998,0.25
CD:178925,CP:2237000,0.25
CD:204514,CP:2237011,0.0
CD:204514,CP:2237012,0.25
CD:204572,CP:2237015,0.0
CD:204468,CP:2237018,0.25
CD:204471,CP:2237020,0.25
CD:73466,CP:2237021,0.25
CD:204541,CP:2237023,0.25
CD:204541,CP:2237024,0.25
CD:90842,CP:2237025,0.25
CD:160610,CP:2237026,0.25
CD:204454,CP:2237027,0.25
CD:204499,CP:2237041,0.0
CD:204499,CP:2237042,0.25
CD:204516,CP:2237045,0.25
CD:204516,CP:2237046,0.25
CD:204511,CP:2237076,0.25
CD:204536,CP:2237077,0.0
CD:204536,CP:2237078,0.25
CD:204359,CP:2237079,0.25
CD:204359,CP:2237081,0.25
CD:204359,CP:2237082,0.25
CD:204469,CP:2237085,0.25
CO:253,CP:2237089,1.0
CD:204380,CP:2237092,0.25
CD:160653,CP:2237095,0.25
CD:72442,CP:2237145,0.25
CD:72442,CP:2237146,0.25
CD:72442,CP:2237147,0.25
CD:204572,CP:2237155,0.25
CD:178966,CP:2237156,0.25
CD:204429,CP:2237166,0.25
CD:204532,CP:2237172,0.0
CD:171623,CP:2237176,0.25
CD:204526,CP:2237180,0.25
CD:160640,CP:2237181,0.0
CD:204479,CP:2237190,0.25
CD:74158,CP:2237193,0.25
CD:74305,CP:2237212,0.25
CD:204428,CP:2237261,0.25
CD:204426,CP:2237305,0.0
CD:204415,CP:2237311,0.0
CD:178925,CP:2237312,0.25
CD:204454,CP:2237319,0.25
CD:204497,CP:2237320,0.25
CD:205535,CP:2237326,0.25
CD:204522,CP:2237331,1.0
CD:204433,CP:2237332,0.0
CD:204455,CP:2237346,0.25
CD:204516,CP:2237351,0.25
CD:204441,CP:2237356,0.25
CD:204451,CP:2237368,0.0
CD:90842,CP:2237369,0.25
CD:178874,CP:2237371,0.25
CD:81297,CP:2237375,0.0
CD:81297,CP:2237376,0.25
CD:204381,CP:2237472,0.25
CD:204372,CP:2237590,0.25
CD:146788,CP:2237591,0.25
CO:253,CP:2237596,0.25
CD:204381,CP:2237604,0.0
CD:204572,CP:2237632,0.25
CD:205535,CP:2237640,0.25
CD:204421,CP:2237641,0.25
CD:204421,CP:2237642,0.25
CD:204421,CP:2237643,0.25
CD:204512,CP:2237653,0.0
CD:204512,CP:2237654,0.0
CD:178975,CP:2237658,0.0
CD:204507,CP:2237659,0.0
CD:204478,CP:2237661,0.25
CD:178873,CP:2237669,0.25
CD:204533,CP:2237677,0.25
CD:204541,CP:2237683,0.25
CD:204541,CP:2237684,0.25
CD:204541,CP:2237685,0.25
CD:141470,CP:2237689,0.25
CD:178884,CP:2237690,0.25
CD:74305,CP:2237693,0.25
CD:178884,CP:2237701,0.25
CD:205476,CP:2237703,0.25
CD:73486,CP:2237705,0.25
CD:73486,CP:2237706,0.25
CD:204529,CP:2237708,0.25
CD:204529,CP:2237710,0.0
CD:204478,CP:2237717,0.25
CD:204526,CP:2237718,0.25
CD:160655,CP:2237719,0.25
CD:204358,CP:2237731,0.25
CD:204487,CP:2237733,0.25
CD:204383,CP:2237735,0.25
CD:204523,CP:2237742,0.25
CD:204544,CP:2237750,0.25
CD:204544,CP:2237751,0.0
CD:72442,CP:2237752,0.25
CD:178951,CP:2237753,0.25
CD:204488,CP:2237762,0.25
CD:204433,CP:2237773,0.25
CD:204499,CP:2237789,0.25
CD:207309,CP:2237793,0.25
CD:204404,CP:2237801,0.0
CD:178989,CP:2237807,0.0
CD:178989,CP:2237810,0.25
CD:160518,CP:2237813,0.25
CD:160632,CP:2237814,0.25
CD:204389,CP:2237833,0.25
CD:204572,CP:2237848,0.25
CD:195866,CP:2237873,0.25
CD:178975,CP:2237875,0.0
CD:198783,CP:2237876,1.0
CD:198783,CP:2237877,0.25
CD:198783,CP:2237878,0.0
CD:204496,CP:2237886,0.25
CD:204380,CP:2237887,0.25
CD:204456,CP:2237888,0.0
CD:204456,CP:2237889,0.25
CD:204538,CP:2237910,0.25
CD:204421,CP:2237912,0.25
CD:204365,CP:2237917,0.25
CD:204365,CP:2237918,0.25
CD:204365,CP:2237919,0.25
CD:204391,CP:2237923,0.0
CD:204520,CP:2237926,0.0
CD:204396,CP:2237927,0.25
CD:204393,CP:2237929,0.25
CD:204393,CP:2237930,0.25
CD:204452,CP:2237932,0.25
CD:213274,CP:2237933,0.25
CD:160758,CP:2237945,0.25
CD:204377,CP:2237947,0.25
CD:212625,CP:2237955,0.25
CD:204359,CP:2238003,0.25
CD:204532,CP:2238009,0.0
CD:212504,CP:2238057,0.25
CD:212504,CP:2238058,0.25
CD:212504,CP:2238059,0.25
CD:212504,CP:2238060,0.25
CD:212504,CP:2238061,0.75
CD:204531,CP:2238062,0.25
CD:204531,CP:2238063,0.25
CD:212504,CP:2238065,0.0
CD:178884,CP:2238100,0.25
CD:141470,CP:2238101,0.0
CO:253,CP:2238102,0.75
CD:204544,CP:2238104,0.25
CD:178948,CP:2238109,0.25
CD:204534,CP:2238110,0.25
CD:204534,CP:2238111,0.25
CO:253,CP:2238112,1.0
CD:204544,CP:2238114,0.25
CD:204544,CP:2238115,0.25
CD:204544,CP:2238116,0.0
CD:204544,CP:2238117,0.25
CD:204544,CP:2238118,0.25
CD:204544,CP:2238119,0.25
CD:204544,CP:2238120,0.25
CD:204544,CP:2238121,0.25
CD:204544,CP:2238122,0.25
CD:204544,CP:2238123,0.25
CD:204544,CP:2238124,0.0
CD:204544,CP:2238125,0.25
CD:204544,CP:2238126,0.0
CD:204544,CP:2238127,0.25
CD:204544,CP:2238128,0.25
CD:204544,CP:2238129,0.25
CD:204544,CP:2238130,0.25
CD:204544,CP:2238131,0.0
CD:204544,CP:2238132,0.25
CD:204544,CP:2238133,0.0
CD:204544,CP:2238141,0.25
CD:178970,CP:2238151,0.25
CD:194260,CP:2238153,0.25
CD:205476,CP:2238154,0.25
CD:204439,CP:2238156,0.0
CD:204359,CP:2238159,0.25
CD:204483,CP:2238166,0.25
CD:204514,CP:2238169,0.25
CD:204514,CP:2238170,0.25
CD:204514,CP:2238171,0.25
CD:204514,CP:2238172,0.25
CD:205535,CP:2238177,0.25
CD:205535,CP:2238178,0.25
CD:205535,CP:2238179,0.25
CD:204532,CP:2238185,0.25
CD:204532,CP:2238186,0.25
CD:204353,CP:2238189,0.25
CD:160653,CP:2238194,0.25
CD:204575,CP:2238198,0.25
CD:81055,CP:2238199,0.25
CD:160588,CP:2238200,0.0
CD:81055,CP:2238201,0.25
CD:204512,CP:2238203,0.0
CD:141439,CP:2238205,0.25
CD:194260,CP:2238206,0.25
CD:194260,CP:2238207,0.0
CD:178962,CP:2238209,1.0
CD:178912,CP:2238223,0.0
CD:204534,CP:2238231,0.25
CD:204526,CP:2238239,0.25
CD:204572,CP:2238246,0.25
CO:253,CP:2238250,0.75
CO:253,CP:2238254,1.0
CO:253,CP:2238255,0.75
CD:204496,CP:2238258,0.0
CD:204496,CP:2238259,0.0
CD:204487,CP:2238265,0.25
CD:204542,CP:2238300,0.25
CD:73466,CP:2238308,0.25
CD:204527,CP:2238325,0.25
CD:204527,CP:2238326,0.25
CD:204527,CP:2238327,0.0
CD:204527,CP:2238328,0.25
CD:204527,CP:2238329,0.25
CD:204527,CP:2238330,0.25
CD:204527,CP:2238331,0.25
CD:204527,CP:2238332,0.25
CD:204462,CP:2238333,0.0
CD:204541,CP:2238355,0.25
CD:74052,CP:2238358,0.25
CD:204389,CP:2238366,0.0
CD:204471,CP:2238367,0.25
CD:204549,CP:2238371,0.25
CD:178909,CP:2238374,0.0
CD:204356,CP:2238384,0.25
CD:204444,CP:2238385,0.25
CD:81297,CP:2238387,0.25
CD:204527,CP:2238395,0.0
CD:204570,CP:2238399,0.25
CD:204570,CP:2238400,0.25
CD:204472,CP:2238401,0.25
CD:204472,CP:2238402,0.25
CD:178929,CP:2238404,0.25
CD:74262,CP:2238411,0.25
CD:204500,CP:2238418,0.25
CD:171623,CP:2238420,0.0
CD:178953,CP:2238421,0.25
CD:90201,CP:2238422,0.25
CD:204540,CP:2238428,0.25
CD:204540,CP:2238430,0.25
CD:160570,CP:2238432,0.25
CD:160570,CP:2238433,0.25
CD:160570,CP:2238434,1.0
CD:74655,CP:2238435,0.25
CD:160512,CP:2238441,0.25
CD:72442,CP:2238444,0.25
CD:72442,CP:2238445,0.0
CD:90201,CP:2238454,0.25
CD:204541,CP:2238455,0.25
CD:204433,CP:2238457,0.25
CD:204377,CP:2238462,0.25
CD:204377,CP:2238463,0.25
CD:204377,CP:2238464,0.25
CD:204377,CP:2238465,0.25
CD:204377,CP:2238466,0.25
CD:204377,CP:2238467,0.25
CD:205863,CP:2238469,0.0
CD:205863,CP:2238470,0.25
CD:204553,CP:2238471,0.25
CD:204463,CP:2238472,0.25
CD:204526,CP:2238473,0.25
CD:178842,CP:2238474,0.25
CD:74159,CP:2238475,0.0
CD:213274,CP:2238479,0.25
CD:160604,CP:2238480,0.25
CD:141401,CP:2238496,0.25
CD:141401,CP:2238497,0.25
CD:204389,CP:2238502,0.25
CD:204480,CP:2238509,0.0
CD:204382,CP:2238523,0.0
CD:204382,CP:2238524,0.25
CD:204382,CP:2238525,0.25
CD:204534,CP:2238527,1.0
CD:160570,CP:2238543,0.25
CO:2014,CP:2238554,0.25
CO:2014,CP:2238555,0.25
CO:2014,CP:2238556,0.25
CO:2014,CP:2238557,0.25
CO:2014,CP:2238558,0.25
CO:2014,CP:2238559,0.25
CO:2014,CP:2238560,0.25
CD:204452,CP:2238563,0.25
CD:204427,CP:2238567,0.25
CD:204416,CP:2238569,0.25
CD:204534,CP:2238572,0.25
CD:204572,CP:2238588,0.0
CD:204572,CP:2238590,0.25
CD:204541,CP:2238596,0.25
CD:204541,CP:2238597,0.25
CD:204541,CP:2238598,0.25
CD:204541,CP:2238599,0.25
CD:204541,CP:2238601,0.0
CD:204462,CP:2238602,0.25
CD:204462,CP:2238604,0.25
CD:204397,CP:2238611,0.0
CD:204519,CP:2238629,0.25
CD:141470,CP:2238631,0.5
CD:205863,CP:2238632,0.25
CD:204572,CP:2238641,0.0
CD:141391,CP:2238652,1.0
CD:178977,CP:2238659,0.25
CD:160976,CP:2238661,0.0
CD:204371,CP:2238663,0.25
CD:204421,CP:2238670,0.0
CD:72442,CP:2238676,0.25
CD:204473,CP:2238677,0.25
CD:160635,CP:2238684,0.25
CD:178961,CP:2238685,0.25
CD:74158,CP:2238698,0.25
CD:141459,CP:2238702,0.0
CO:102210,CP:2238710,0.0
CD:178945,CP:2238713,0.0
CD:178945,CP:2238714,0.25
CD:178945,CP:2238715,0.25
CD:178945,CP:2238716,0.25
CD:204519,CP:2238761,0.25
CO:102212,CP:2238763,0.0
CD:204546,CP:2238861,0.25
CD:204382,CP:2238864,0.0
CD:178925,CP:2238866,0.0
CD:178925,CP:2238867,0.25
CD:178925,CP:2238868,0.25
CD:178925,CP:2238871,0.25
CD:178925,CP:2238874,0.0
CD:178925,CP:2238875,0.25
CD:160534,CP:2238876,0.25
CD:178952,CP:2238882,0.0
CD:150418,CP:2238884,0.0
CD:178836,CP:2238885,0.25
CD:178931,CP:2238889,0.25
CD:160534,CP:2238895,0.25
CD:204532,CP:2238896,0.25
CD:204556,CP:2238899,0.25
CD:204556,CP:2238900,0.25
CD:204480,CP:2238931,0.0
CD:160588,CP:2238965,0.0
CD:160653,CP:2238971,0.25
CD:198783,CP:2238976,0.25
CD:204459,CP:2238980,0.25
CD:204564,CP:2238984,0.25
CD:204564,CP:2238985,0.25
CD:204491,CP:2238990,0.25
CD:204491,CP:2238991,0.25
CD:204480,CP:2239003,0.25
CD:204359,CP:2239032,0.25
CD:204359,CP:2239033,0.0
CD:204415,CP:2239046,0.0
CD:204451,CP:2239056,0.25
CD:81297,CP:2239092,0.0
CD:204382,CP:2239094,0.25
CD:204382,CP:2239095,0.0
CD:178961,CP:2239097,0.25
CD:204520,CP:2239098,0.5
CD:178961,CP:2239099,0.0
CD:143084,CP:2239111,0.25
CO:253,CP:2239115,0.75
CD:204532,CP:2239119,0.0
CD:204532,CP:2239120,0.25
CD:178842,CP:2239121,0.0
CD:204416,CP:2239122,0.25
CO:102211,CP:2239124,0.0
CD:178975,CP:2239349,0.25
CD:204453,CP:2239353,0.25
CD:160559,CP:2239354,0.25
CD:74585,CP:2239356,0.25
CD:74585,CP:2239357,0.25
CD:178961,CP:2239360,0.25
CD:204542,CP:2239362,0.25
CD:178873,CP:2239363,0.25
CD:178873,CP:2239364,0.25
CD:178873,CP:2239365,0.25
CD:171619,CP:2239366,0.25
CD:204542,CP:2239367,0.25
CD:141422,CP:2239369,0.25
CD:76874,CP:2239370,0.25
CD:204377,CP:2239371,0.25
CD:204515,CP:2239373,0.0
CD:204388,CP:2239374,0.25
CD:178873,CP:2239375,0.25
CD:178882,CP:2239379,0.0
CD:204366,CP:2239385,1.0
CD:204460,CP:2239388,0.25
CD:204467,CP:2239398,0.25
CD:204496,CP:2239399,0.25
CD:204535,CP:2239400,0.25
CD:141508,CP:2239403,0.25
CD:141508,CP:2239404,0.25
CD:204483,CP:2239406,1.0
CD:72442,CP:2239407,0.25
CD:72442,CP:2239408,0.25
CD:72442,CP:2239409,0.25
CD:204541,CP:2239419,0.25
CD:74398,CP:2239424,0.25
CD:204453,CP:2239426,0.25
CD:204453,CP:2239427,0.25
CD:178970,CP:2239431,0.25
CD:178970,CP:2239432,0.25
CD:178970,CP:2239433,0.25
CD:204418,CP:2239436,0.25
CD:204483,CP:2239437,0.25
CD:204542,CP:2239449,0.25
CD:204359,CP:2239452,0.25
CD:74439,CP:2239453,0.25
CD:178931,CP:2239455,0.25
CD:160512,CP:2239457,0.25
CD:160592,CP:2239458,0.25
CD:204503,CP:2239459,0.25
CD:204395,CP:2239460,0.25
CD:212749,CP:2239461,0.25
CD:204532,CP:2239462,1.0
CD:205535,CP:2239465,0.25
CD:204535,CP:2239467,0.25
CD:204516,CP:2239470,0.25
CD:197438,CP:2239471,0.25
CD:204389,CP:2239473,0.0
CD:178956,CP:2239474,1.0
CD:178842,CP:2239476,0.25
CD:204488,CP:2239477,0.25
CD:204488,CP:2239478,0.25
CD:178884,CP:2239480,0.25
CD:204464,CP:2239481,0.25
CD:204464,CP:2239483,0.25
CD:160588,CP:2239485,0.0
CD:204412,CP:2239486,1.0
CD:74262,CP:2239488,0.25
CD:92346,CP:2239491,0.0
CD:178927,CP:2239493,0.25
CD:204532,CP:2239494,0.25
CD:204377,CP:2239495,0.25
CD:204377,CP:2239496,0.25
CD:204546,CP:2239498,0.25
CD:204546,CP:2239499,0.25
CD:178839,CP:2239513,0.25
CD:74356,CP:2239526,0.25
CD:204467,CP:2239527,0.25
CD:204478,CP:2239531,0.25
CD:178927,CP:2239532,0.25
CD:204361,CP:2239533,0.25
CD:204361,CP:2239534,0.25
CD:204361,CP:2239535,0.25
CD:204361,CP:2239536,0.25
CD:204363,CP:2239537,0.25
CD:74161,CP:2239538,0.25
CD:74161,CP:2239539,0.25
CD:74161,CP:2239540,0.25
CD:178873,CP:2239560,0.25
CD:204541,CP:2239603,0.25
CD:204544,CP:2239604,0.25
CD:160592,CP:2239605,1.0
CD:132504,CP:2239606,0.25
CD:204575,CP:2239612,0.25
CD:204575,CP:2239613,0.25
CD:116379,CP:2239616,0.25
CD:204467,CP:2239618,0.25
CD:178873,CP:2239619,0.25
CD:178873,CP:2239620,0.25
CD:204555,CP:2239622,0.25
CD:204428,CP:2239623,0.25
CD:204555,CP:2239624,0.25
CD:90201,CP:2239626,0.25
CD:204532,CP:2239627,0.25
CD:204453,CP:2239632,0.25
CD:204555,CP:2239655,0.25
CD:204576,CP:2239656,0.25
CD:73433,CP:2239660,0.25
CD:73433,CP:2239661,0.25
CD:74057,CP:2239662,0.25
CD:74057,CP:2239663,0.25
CD:74057,CP:2239664,0.25
CD:74057,CP:2239666,0.25
CD:74057,CP:2239667,0.25
CD:74057,CP:2239668,0.0
CD:204427,CP:2239669,0.25
CD:73433,CP:2239677,0.25
CD:141488,CP:2239680,0.25
CD:74161,CP:2240120,0.25
CD:74161,CP:2240140,0.25
CD:74161,CP:2240154,0.25
CD:74161,CP:2240170,0.25
CD:204357,CP:2241619,0.25
CD:204433,CP:2241623,0.25
CO:102220,CP:2241625,0.0
CD:73466,CP:2241626,0.25
CD:178884,CP:2241627,1.0
CD:204453,CP:2241630,0.0
CD:204453,CP:2241631,0.25
CD:178925,CP:2241632,0.25
CD:204453,CP:2241633,0.25
CO:253,CP:2241635,0.0
CD:160592,CP:2241637,0.25
CD:160508,CP:2241638,0.25
CO:253,CP:2241642,1.0
CD:204383,CP:2241643,0.25
CD:73801,CP:2241644,0.75
CD:204383,CP:2241645,0.25
CD:204359,CP:2241646,0.25
CD:204359,CP:2241647,0.25
CD:204533,CP:2241649,0.25
CD:204416,CP:2241651,0.25
CD:204366,CP:2241653,0.25
CD:204406,CP:2241654,1.0
CO:253,CP:2241660,1.0
CD:160673,CP:2241661,0.25
CO:253,CP:2241662,0.75
CD:204572,CP:2241663,0.25
CD:141470,CP:2241665,0.25
CD:178921,CP:2241667,0.0
CD:141470,CP:2241668,0.25
CD:141470,CP:2241670,0.25
CD:73460,CP:2241671,0.25
CD:160569,CP:2241672,0.25
CD:204376,CP:2241673,0.25
CD:204376,CP:2241674,0.25
CD:160610,CP:2241675,0.25
CD:133439,CP:2241676,0.25
CD:191923,CP:2241677,0.25
CD:74158,CP:2241678,0.0
CD:164359,CP:2241679,0.25
CD:141470,CP:2241680,0.25
CD:141405,CP:2241691,0.25
CD:204502,CP:2241692,0.0
CD:160639,CP:2241693,0.0
CD:204515,CP:2241694,0.25
CD:204467,CP:2241695,1.0
CD:204388,CP:2241696,0.25
CD:204388,CP:2241697,0.25
CD:204548,CP:2241698,0.25
CD:74043,CP:2241701,0.25
CD:204555,CP:2241702,0.0
CD:73433,CP:2241706,0.25
CD:160635,CP:2241725,0.25
CD:141427,CP:2241731,0.25
CD:178912,CP:2241732,0.25
CD:133439,CP:2241734,0.0
CD:164359,CP:2241736,0.25
